Geracao 0:
1: (-0.455, 10.118) erro: 12.5554
2: (-0.455, 9.393) erro: 12.9012

Geracao 54:
1: (-0.455, 10.118) erro: 12.5554
2: (-0.455, 9.393) erro: 12.9012

Geracao 55:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.455, 10.118) erro: 12.5554

Geracao 56:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 57:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 58:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 59:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 60:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 61:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 62:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 63:
1: (-0.491, 10.118) erro: 12.4841
2: (-0.491, 10.118) erro: 12.4841

Geracao 64:
1: (-0.491, 10.171) erro: 12.4741
2: (-0.491, 10.118) erro: 12.4841

Geracao 65:
1: (-0.491, 10.171) erro: 12.4741
2: (-0.491, 10.118) erro: 12.4841

Geracao 66:
1: (-0.491, 10.171) erro: 12.4741
2: (-0.491, 10.118) erro: 12.4841

Geracao 67:
1: (-0.491, 10.171) erro: 12.4741
2: (-0.491, 10.171) erro: 12.4741

Geracao 68:
1: (-0.491, 10.171) erro: 12.4741
2: (-0.491, 10.171) erro: 12.4741

Geracao 69:
1: (-0.491, 10.214) erro: 12.4702
2: (-0.491, 10.171) erro: 12.4741

Geracao 70:
1: (-0.491, 10.214) erro: 12.4702
2: (-0.491, 10.171) erro: 12.4741

Geracao 71:
1: (-0.491, 10.214) erro: 12.4702
2: (-0.508, 10.214) erro: 12.4739

Geracao 72:
1: (-0.491, 10.214) erro: 12.4702
2: (-0.491, 10.214) erro: 12.4702

Geracao 73:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.491, 10.214) erro: 12.4702

Geracao 74:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.491, 10.214) erro: 12.4702

Geracao 75:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.491, 10.214) erro: 12.4702

Geracao 76:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.491, 10.214) erro: 12.4702

Geracao 77:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.508, 10.429) erro: 12.4598

Geracao 78:
1: (-0.508, 10.429) erro: 12.4598
2: (-0.508, 10.429) erro: 12.4598
